"id","s1","s2","total","fraction"
"1",0.933333333333333,0.866666666666667,0.0142862197946369,1
"10",0.933333333333333,0.833333333333333,0.142859051724082,10
"100",0,0,0.293896579723185,100
"11",0.933333333333333,0.833333333333333,0.157144509979324,11
"12",0.933333333333333,0.833333333333333,0.171429870273789,12
"13",0.933333333333333,0.833333333333333,0.185715127260577,13
"14",0.933333333333333,0.833333333333333,0.200000275109616,14
"15",0.933333333333333,0.8,0.214285307446417,15
"16",0.933333333333333,0.8,0.228570217280715,16
"17",0.933333333333333,0.8,0.242854996922876,17
"18",0.933333333333333,0.8,0.25713963788583,18
"19",0.933333333333333,0.8,0.271424130768812,19
"2",0.933333333333333,0.866666666666667,0.0285723773706156,2
"20",0.933333333333333,0.8,0.28570846511934,20
"21",0.933333333333333,0.8,0.299992629267719,21
"22",0.933333333333333,0.766666666666667,0.314276610127642,22
"23",0.933333333333333,0.766666666666667,0.328560392954283,23
"24",0.933333333333333,0.766666666666667,0.342843961048209,24
"25",0.933333333333333,0.766666666666667,0.357127295389823,25
"26",0.933333333333333,0.733333333333333,0.371410374184267,26
"27",0.933333333333333,0.733333333333333,0.385693172288722,27
"28",0.933333333333333,0.733333333333333,0.399975660483872,28
"29",0.933333333333333,0.733333333333333,0.414257804535394,29
"3",0.933333333333333,0.866666666666667,0.0428584701828696,3
"30",0.933333333333333,0.7,0.428539563968934,30
"31",0.933333333333333,0.7,0.442820890446598,31
"32",0.933333333333333,0.7,0.457101725578436,32
"33",0.933333333333333,0.666666666666667,0.47138199791571,33
"34",0.933333333333333,0.666666666666667,0.48566161872932,34
"35",0.933333333333333,0.633333333333333,0.499940475932426,35
"36",0.933333333333333,0.633333333333333,0.514218425075063,36
"37",0.933333333333333,0.6,0.528495275536221,37
"38",0.933333333333333,0.566666666666667,0.542770768474494,38
"39",0.933333333333333,0.566666666666667,0.557044539831266,39
"4",0.933333333333333,0.866666666666667,0.0571444955133662,4
"40",0.933333333333333,0.533333333333333,0.571316054310998,40
"41",0.933333333333333,0.5,0.585584477889671,41
"42",0.933333333333333,0.433333333333333,0.599848404245644,42
"43",0.933333333333333,0.366666666666667,0.614105173312521,43
"44",0.933333333333333,0.3,0.628348730911002,44
"45",0.933333333333333,0.133333333333333,0.642559239456223,45
"46",0.933333333333333,0,0.632372141683777,46
"47",0.933333333333333,0,0.57749940597467,47
"48",0.933333333333333,0,0.566163229289267,48
"49",0.933333333333333,0,0.562905955519703,49
"5",0.933333333333333,0.866666666666667,0.0714304504543708,5
"50",0.733333333333333,0,0.562746035013466,50
"51",0.6,0,0.564621562707326,51
"52",0.533333333333333,0,0.567479052368808,52
"53",0.466666666666667,0,0.542141857896763,53
"54",0.4,0,0.515515039412276,54
"55",0.366666666666667,0,0.494038638998099,55
"56",0.333333333333333,0,0.4824462557624,56
"57",0.3,0,0.463928548963,57
"58",0.266666666666667,0,0.451353131612856,58
"59",0.266666666666667,0,0.441476259483009,59
"6",0.933333333333333,0.833333333333333,0.0857163318899665,6
"60",0.233333333333333,0,0.431128201379286,60
"61",0.233333333333333,0,0.422201335677852,61
"62",0.2,0,0.414641810690155,62
"63",0.166666666666667,0,0.409328886655257,63
"64",0.166666666666667,0,0.399075122148854,64
"65",0.166666666666667,0,0.397501056925358,65
"66",0.133333333333333,0,0.388646555098766,66
"67",0.133333333333333,0,0.381578137375927,67
"68",0.1,0,0.377235443640469,68
"69",0.1,0,0.366789572953972,69
"7",0.933333333333333,0.833333333333333,0.100002136475203,7
"70",0.0666666666666667,0,0.36503836819229,70
"71",0.0666666666666667,0,0.361879837508965,71
"72",0.0666666666666667,0,0.353449743343328,72
"73",0.0666666666666667,0,0.354141024042599,73
"74",0.0333333333333333,0,0.35033743819329,74
"75",0.0333333333333333,0,0.341802638069756,75
"76",0.0333333333333333,0,0.342517705124335,76
"77",0,0,0.341718037637355,77
"78",0,0,0.330439407491127,78
"79",0,0,0.32971399203878,79
"8",0.933333333333333,0.833333333333333,0.114287860612445,8
"80",0,0,0.330231776302929,80
"81",0,0,0.329915169088981,81
"82",0,0,0.32520739779135,82
"83",0,0,0.316038895690775,83
"84",0,0,0.316598862678832,84
"85",0,0,0.317039190912393,85
"86",0,0,0.317257641455707,86
"87",0,0,0.317325765716799,87
"88",0,0,0.315928752077826,88
"89",0,0,0.308543992071006,89
"9",0.933333333333333,0.833333333333333,0.128573500424463,9
"90",0,0,0.306443222614756,90
"91",0,0,0.303834411054587,91
"92",0,0,0.30452441639821,92
"93",0,0,0.305163544731767,93
"94",0,0,0.305724253545531,94
"95",0,0,0.30615660850707,95
"96",0,0,0.306362623046859,96
"97",0,0,0.306129612509962,97
"98",0,0,0.304931410359193,98
"99",0,0,0.301224938769251,99
