"id","total"
"1",0.0092865027674099
"10",0.0928650044620229
"100",0.83572557194242
"11",0.102151501847986
"12",0.111437998620907
"13",0.120724494768142
"14",0.130010990274362
"15",0.139297485119584
"16",0.148583979290939
"17",0.157870472767362
"18",0.16715696553438
"19",0.176443457565033
"2",0.0185730050501751
"20",0.185729948843984
"21",0.195016439348757
"22",0.204302929061685
"23",0.213589417948013
"24",0.222875905991399
"25",0.232162393162946
"26",0.241448879436161
"27",0.250735364781653
"28",0.26002184917083
"29",0.269308332570729
"3",0.0278595068370494
"30",0.278594814949134
"31",0.287881296270627
"32",0.297167776498222
"33",0.30645425559363
"34",0.315740733510498
"35",0.325027210207011
"36",0.334313685636908
"37",0.343600159750882
"38",0.352886632495196
"39",0.362173103812496
"4",0.0371460081142233
"40",0.371459573644038
"41",0.380746041924547
"42",0.390032508587207
"43",0.399318973556423
"44",0.408605436755255
"45",0.417891898095592
"46",0.427178357488697
"47",0.436464814836551
"48",0.44575127002934
"49",0.455037722954493
"5",0.0464325088743984
"50",0.464324173487023
"51",0.47361062148783
"52",0.482897066812371
"53",0.492183509295959
"54",0.501469948762712
"55",0.510756385020901
"56",0.520042817847442
"57",0.529329247010919
"58",0.538615672247349
"59",0.547902093266332
"6",0.0557190091043003
"60",0.557188509740193
"61",0.56647492130675
"62",0.575761327554876
"63",0.585047728022065
"64",0.594334122186519
"65",0.60362050944976
"66",0.612906889131666
"67",0.622193260444098
"68",0.631479622482369
"69",0.640765974186768
"7",0.0650055087903229
"70",0.650052314319265
"71",0.659338641421307
"72",0.668624953753577
"73",0.677911249237744
"74",0.687197525365615
"75",0.69648377908122
"76",0.705770006629378
"77",0.715056203356646
"78",0.724342363446537
"79",0.733628479574749
"8",0.074292007921745
"80",0.742914542472718
"81",0.752200540406731
"82",0.761486458632527
"83",0.770772279011963
"84",0.780057980239422
"85",0.789343539375797
"86",0.798628935321188
"87",0.807914153319228
"88",0.817199186286575
"89",0.826484027605842
"9",0.0835785064817199
"90",0.83576865554204
"91",0.845053014300636
"92",0.854336988523005
"93",0.863620343846109
"94",0.872902535182332
"95",0.882181770069043
"96",0.8914407359118
"97",0.870714624618522
"98",0.849363765308704
"99",0.827686258081659
